ID,fitness,bc_demo1,bc_demo2,lvl_str
13,0,1.9816145489010406,4.239979262314199,"XXXXXXXXXXXXXXX
O 1X          X
X  XXX  2XXX  X
D XXX   XXXX  X
X XXXX   X XX X
X XX       X  P
X      X   X  X
O XXXXXXXXXX  X
X             X
XXXXXXXXXXXXSXX
"
14,40,2.710325504399516,3.7810568238619577,"XXXXXXXXXXXXXXX
XX2  XXXXXXXXXX
X    XXXX  XXXX
P     XXXX XXXX
X             X
O    X        X
X     XXSX    X
X1        OXXXX
XX X  XXXXXXXXX
XXXXXDXXXXXXXXX
"
15,40,2.5192207422118402,1.5313612212949723,"XXXXXXXXXXXXXXX
X12 O XXXXXXOXX
X     XXXX   XX
P  X  XXXX  XXX
X     X      XX
D     X      XX
X     XXXX   XX
XX         X XX
XX X  XXXXXXXXX
XXXXSXXXXXXXXXX
"
16,40,4.943313526076548,3.499285899894289,"XXXXXXXXXXXXXXX
XXXXOXXXO XXXXX
XXXX    2 XXXXX
XX      X XX PX
X             S
X             X
XX      1 XXXXX
XXXXXX XX  XXXX
XXXXXXXXX  XXXX
XXXXXXXXXXDXXXX
"
17,40,0.012054988691745927,1.2739594533543492,"XXXXXXXXXXXXXXX
XX  1XXXXXXXOXX
X     XXXX   XX
S  X  XXXX  XXX
X     XXXX   XX
O     X      XX
X  X  XXXX   XX
D  X       X XX
X     2XXXXXXXX
XXPXXXXXXXXXXXX
"
18,20,1.5862381310197344,0.785292016801547,"XXXXXXXXXXXXXXX
XXXXOXXXXSXXXXX
X1XX D XX XXXXX
X       X XX XX
X         X   X
O            XX
X       2  X XX
XXXXXX  X  XXXX
XXXXXX XX  XXXX
XXXXXXXXXXPXXXX
"
19,0,4.254792721655918,1.679946738876064,"XXXXXXXXXXXXXXX
XXDXO XXXXXXXXX
XX      2    XX
S     XXX  X XX
X            XX
X            XX
XX      1XXX XX
XX         X XX
XX XXXXXXX  XXX
XXXXXXXXXXXPXXX
"
20,40,0.8835811889261125,1.8941624291457897,"XXXXXXXXXXXXXXX
XXXXXXXX  XXXXX
O    XXXD XXXXX
X1XX   XX XXX X
X         X   S
XX   X        X
XX   X  2  X  X
XXX  X XX OXX X
XXX     XPXXXXX
XXXXXXXXXXXXXXX
"
21,20,3.519859431528442,1.9699255056372744,"XXXXXXXXXXXXXXX
O         XXXXX
X  XXXXXXXXXX X
D XXXX  XXXXX X
X XXXX     XX X
O    X     X  X
X X  X X      X
S XX XXXXP1XX X
X            2X
XXXXXXXXXXXXXXX
"
22,0,2.6557951111372673,0.16665164864761384,"XXXXXXXXXXXXXXX
O  X  1X2XXXOXX
XX           XX
XX X  XXXX X XX
XX  X XXX  X  X
XX  XXXXXXXX XX
XX   XXXXXXXXXX
XX          XXX
X     XXXXX XXX
XXSXDXXXXXXPXXX
"
23,40,2.4119425246742865,2.3296676651633246,"XXXXXXXXXXXXXXX
O 2   XX1XDXSXX
X             X
X     XX     XX
X   X XXXX X XX
X   XXXXXXXXXXX
X   XXX      XX
X            XX
X      X X   XX
XXPOXXXXXXXXXXX
"
24,0,2.1349824902495467,3.794229204839978,"XXXXXXXXXXXXXXX
X1 X       XXXX
XX            X
XX XXXXXXXXX  X
X  XXXXXXX    S
X  XXXXXXXXXX X
XX X XXXXXX X X
O      XXXX X X
X      2XXX   X
XXDXOXXXXXXPXXX
"
25,40,4.809123611400896,1.8921081558543102,"XXXXXXXXXXXXXXX
XXXXX  X      X
XXX2   X      X
XXXXX  X   X  O
XXXXX         X
XXXXX   1 X   D
XXXXX  X      X
XXXXX  X  XX  X
X             X
XXXXXXXXXPSPOXX
"
26,40,4.308918070904141,4.17456959581456,"XXXXXXXXXXXXXXX
O SXXX X      X
X 2XDX X X    X
P      X      X
X      X      X
O      X      X
X XXX  X      X
X  XXX X X    X
XX1XX         X
XXXXXXXXXXXXXXX
"
27,20,4.492023299189824,0.9663792883026695,"XXXXXXXXXXXXXXX
XX2  XXXO XXXXX
XX           XX
XX X XXXXXXX XX
P     XXX     S
X    XXXXXX   X
XX    XXXXXXXXX
X1     XXXXXXXX
XX   XDXXXXXXXX
XXXXOXXXXXXXXXX
"
28,0,4.94382977904814,2.480957850446365,"XXXXXXXXXXXXXXX
X             X
X             X
X        XX1  X
X XXXXXXPXXXX X
XXXXXXXXXXXXX X
X             X
O     2XXXX   D
X             X
XXXOXXXXXXXXSXX
"
29,40,2.897377750853254,3.6113903125624054,"XXXXXXXXXXXXXXX
X             X
X             X
X     XX      X
X  XXXXXXXXXXXX
X   XXXXXXXXX1X
X    2        X
O             X
X             X
XXXSXXPXXXDXOXX
"
30,20,3.5532153759252583,2.1356858133137786,"XXXXXXXXXXXXXXX
O             X
X          2  X
X        X X  X
X XXXXXX XXXX1X
XXXXXXXX XXXX X
X             X
X      XXXXX  X
X             X
XXSPDXXXXXXXOXX
"
31,20,0.23682785305322418,2.2460297626499317,"XXXXXXXXXXXXXXX
XX X       X  X
X  XXX12SXXX  X
D XXXX  XXXXX X
X XXXX     XX X
O    X    XX  X
X X  X X   XX X
O XXXXXXXP XX X
X             X
XXXXXXXXXXXXXXX
"
32,20,0.8741320354430515,4.267677589011958,"XXXXXXXXXXXXXXX
O 1 X XX      X
X   2         X
O   X  X      X
X X    X      X
XXX X  X      X
X X X  X      X
X XXXX X   X  X
X      X      X
XXDXXXXXPXSXXXX
"
33,40,0.04903849253407033,2.838126911671967,"XXXXXXXXXXXXXXX
O    1       2X
X      X      X
X     XX      X
X XXXXXXXXXXXXX
X  XXXXX      X
X             X
X             X
X             X
XXXSPXXXDXXXOXX
"
34,40,2.4666533628836325,2.079400175620232,"XXXXXXXXXXXXXXX
XXXXXX    XXXXX
XXXX1X XD XXXXX
XX     XX XXX X
O             S
X           O X
XX      2 XXX X
XXXXXX XX  XX X
XXXXXX XX    XX
XXXXXXXXXXPXXXX
"
35,20,0.8849916559015031,0.6548847603083174,"XXXXXXXXXXXXXXX
O 1 XXX       X
X   2   X     X
X X X  X      X
XPX    X      X
XXXXX  X      X
XXXX   X      X
X XXX  X   X  X
X      X      X
XXSXXXXXXXDXOXX
"
36,40,1.7612059755529814,3.468318004415045,"XXXXXXXXXXXXXXX
X      X     2X
X      X      X
X     XX      X
X   XXXX XXXXXX
XXX XXXX XXXX X
X             X
X      X1     X
X             X
XXXSOXDXXXPXOXX
"
37,40,0.21524886555493727,1.4203438408370817,"XXXXXXXXXXXXXXX
X      X     2X
X      X      X
X      X      X
XXXXXX X     XX
XXXXXX X      X
X    X X      X
X   XX X1  X  X
X             X
XXSPPXXXOXDXOXX
"
38,20,3.9448728365660695,2.3855365700817153,"XXXXXXXXXXXXXXX
X1XXXX        X
X XXXXXXXXXX2 S
O XX      XX  X
X         XX  X
O         XX  X
X  XXX     X  X
XXXXXXD XPXXX X
XX            X
XXXXXXXXXXXXXXX
"
39,20,0.9975409055443635,1.6420503388636631,"XXXXXXXXXXXXXXX
O 2XXXXX  D  SX
X   1  X X    X
X      X      X
X      X      X
P      X      X
X   X  X      X
XX XXX X      X
XXXXXX        X
XXXXXXXXXXXXOXX
"
40,40,3.390964614459777,0.37827819208545443,"XXXXXXXXXXXXXXX
O 1XX         X
X XXXX X2XXX  X
O XXX  X   X  X
X XXX  X   X  X
S X    X   X  X
X XXX  X   X  X
P XXXX X XXX  X
X             X
XXXXXXXXXXXXDXX
"
41,40,3.729072332033617,1.2476274138263515,"XXXXXXXXXXXXXXX
X      X      X
X      X      X
X      X      X
X    X   X   XX
XXXXXX XXXXXXXX
X      X      X
X     21      X
X             X
XXPSOXXXXXXDOXX
"
42,20,2.1451812024366443,0.22914907080025693,"XXXXXXXXXXXXXXX
XXXXXX  XXXXXXX
X  X   XXXXXX X
S XX    X XXX X
X          X  P
O   1     XX  X
XXXXXX        X
XXXXXXDXX OXX X
XXX        XX2X
XXXXXXXXXXXXXXX
"
43,40,4.4996319919590295,2.221660911176642,"XXXXXXXXXXXXXXX
X      X  2   X
X             X
X     XX   X  X
X   XXXXXXXXX X
X   XXXXXXXXX1X
X    X        X
O             X
X             X
XXPODXSXXXXXXXX
"
44,40,2.1512787282746606,4.588418270220831,"XXXXXXXXXXXXXXX
S      X      X
X      X      X
X      X      X
XX   X        X
XXXXXXXX XXXXXX
X      X    2 X
X      X   X  X
X        1    X
XXXPPXXXXXDOOXX
"
45,40,4.566118263271522,0.24693766264020922,"XXXXXXXXXXXXXXX
XXXXXX X  XXXXX
XXXX1X XX XXXDX
O       X XXX X
XP            S
O          X  X
XX      2  X  X
XXXXXX XX  XXXX
XXXXXX     XXXX
XXXXXXXXXXXXXXX
"
46,20,2.287522426942541,3.2447845464619682,"XXXXXXXXXXXXXXX
XXXXX1XXXXXXXXX
XSXX2  XO XXPXX
X       X XX XX
X         X  XX
O            XX
X       X    XX
XXXXX   X  XXXX
XXXXXX XX  XXXX
XXXXXXXXXXDXXXX
"
47,40,4.450735222143808,3.2807742335377177,"XXXXXXXXXXXXXXX
XXXX1         X
XX            X
XX   X X      O
XX            X
XXXXX  XXXXXOPX
XXXXX    XXXXXX
XXX    X   X  X
XXX2XXXX      X
XXXXXXXXXPXDSXX
"
48,40,3.3073494660307263,3.001276757001648,"XXXXXXXXXXXXXXX
XX2XOXXXXXXXXXX
D     XXXX  XXX
P  X  XXXXX XXX
X            XX
O            XX
X     XXSX   XX
XX X       X XX
XXXXXX1XXXXXXXX
XXXXXXXXXXXXXXX
"
49,20,0.9097131178105611,4.029795025682029,"XXXXXXSXXXXXXXX
XX X      1XOXX
XX           XX
XX XXXXXXXXX  X
XX  XXXXXXXX  X
XX XXXXXXXXXX X
XX XXXXXXXXX  X
XX    XXXXX  XX
X     2XXX    X
XXDXOXXXXXXPXXX
"
50,40,2.653855421223561,2.8416153653014202,"XXXXXXXXXXXXXXX
X 2   XXP    1X
X      X      X
X     XX      X
X      X      X
X      X      X
X             X
X      X      X
X  XXX        X
XXSXXXXXOXDXOXX
"
51,40,4.436931730329695,0.46245283570891194,"XXXXXXXXXXXXXXX
X     XX X2XXXX
X             X
X  X  XXXX X XX
X   X XXXXXX  X
X   XXXXXXXXXXX
X  XXXXXXXXXXXX
D            1X
X      X X   XX
XXPOOXSXXXXXXXX
"
52,40,2.189667170555367,0.6885447184814308,"XXXXXXXXXXXXXXX
XXXXXXXXO XXXXX
XX   XXX2   XXX
XOX  XXXX XXXPX
X       X     S
XX   X        X
XX        XXX D
X1   X XX PXXXX
XXX  XXXXXXXXXX
XXXXXXXXXXXXXXX
"
53,20,1.5358097087510196,0.5142045483387481,"XXXXXXXXXXXXXXX
XXX XXXXXXXXXXX
XX   XXXP   XXX
O     XXX XXXXX
X             S
X    X        X
X    XXX2X    X
O X     X1 XXDX
XX   XXXXXXXXXX
XXXXXXXXXXXXXXX
"
54,40,4.18235232044132,3.433797161585944,"XXXXXXXXXXXXXXX
D 2XX  1      X
X XXXX XXXXX  X
P  XX  X      X
X      X   X  X
O      X   X  X
X XXX  X      X
X XXXX   X X  X
X    S        X
XXXXXXXXXXXXOXX
"
55,20,3.342551344605033,4.060501250378058,"XXXXXXXXXXXXXXX
XXXXOXXXO XXXXX
XXXX    S XXXXX
XX  1   X XX XX
X             D
X             X
XX      2 XXXXX
XXXXXX XX  XXXX
XXXXXXXXX  XXXX
XXXXXXXXXXPXXXX
"
56,20,4.7290747659527685,3.2892306894634915,"XXXXXXXXXXXXXXX
X1   XXXOXXXOXX
XX    XX     XX
XX X XXXXXX XXX
X     XXXX    X
X     XXXXX  XX
X     XXXX  XXX
X 2        XXXX
X      XXXXXXXX
XXDXPXSXXXXXXXX
"
57,40,2.5073771980851634,4.154474788158461,"XXXXXXXXXXXXXXX
O             X
X        X X  X
X  XX    XXXX X
X  XXXXXXXXXX X
X  XXXXXXXXXX X
X     XX   X  X
O      X XX1  X
X      2      X
XXDXPXXXXXXXSXX
"
58,0,3.3456540836612714,3.819066415196465,"XXXXXXXXXXXXXXX
X 2   XXXXXX 1X
X     XXXX    P
X  X  XX      X
X     XXXX XXXX
X     X       X
X     X       X
O     X       X
X          X  X
XXXOSXXXDXXXXXX
"
59,40,3.332652483140855,2.2777413245677454,"XXXXXXXXXXXXXXX
X     XX   1XXX
X    XXX    XXX
X  XXXXXXX  X X
X  XXXXXXX    X
X  X  XXXXXXX X
X  X   XXXXX  X
O     2      XX
X        XXXXXX
XXPOSDXXXXXXXXX
"
60,40,4.80667607952564,3.384912205944045,"XXXXXXXXXXXXXXX
XX2 1 XXXXXXOXX
P     XXXX   XX
D  X  XXXX   XX
X     X      XX
O     X      XX
X     XXXX   XX
XX           XX
X  X XXXXXXXXXX
XXXXSXXXXXXXXXX
"
61,40,2.3683766102514046,0.6478942946268029,"XXXXXXXXXXXXXXX
XX   XXXXXXX1XX
X     XXXX   XX
X 2X  XXXX  XXX
X     XXXX   XX
O     X      XX
X  X  XXXX   XX
P  X       X XX
X      XXXXXXXX
XXSXOXDXXXXXXXX
"
62,40,0.18103105297254674,4.845385355278402,"XXXXXXXXXXXXXXX
X      X      X
X             X
X     XX      X
X   XXXXXXXXX X
X   XXXXXX2XX1X
X             X
X             X
X             X
XXXOOXPXXXXDSXX
"
63,20,3.2942983916638506,4.503320079383347,"XXXXXXXXXXXXXXX
XX   XXXXXXXXXX
X    XXXXXXXXXX
X XXXXXXXXXXX X
X  XXX XXX    S
X             X
X     XX2     X
O      XXP1XXXX
X        XXXXXX
XXXXOXDXXXXXXXX
"
64,20,2.968503618927536,0.03238633146617653,"XXXXXXXXXXXXXXX
O      X      X
X   S  X X 2  X
O 1 X  X   X  X
XXXXXX X XXXXXX
XXXXX         X
X      X      X
X X XX X XXX  X
X             X
XXXPXXXXDXXXXXX
"
65,20,0.19480781784243117,3.6180921205863252,"XXXXXXXXXXXXXXX
XXDXXXXXO XXXXX
XX   XXX2   XXX
XXX  XXXXXX  XX
O          X  S
XX   X        X
XX     X XXXX X
X1     XXXXXXPX
XX   XXXXXXXXXX
XXXXXXXXXXXXXXX
"
66,20,0.1802723859527372,1.6528436544595175,"XXXXXXXXXXXXXXX
O 2   XXDX1   X
X             X
X     XX   X  X
X   XXXXXXXXX X
X   XXXXXXXXX X
X    X        X
P             O
X             X
XXXXSXXXXXXXXXX
"
67,20,3.4325540114349944,0.5375879182748805,"XXXXXXXXXXXXXXX
S 1   XX2XPX XX
X             X
X     XX     XX
X     XXXX X XX
X   XXXXXXXXXXX
X    XX      XX
X            XX
X      X X   XX
XXDOOXXXXXXXXXX
"
68,40,4.312603534320609,4.700102761486042,"XXXXXXXXXXXXXXX
S PX XXXXX2   X
X DX XXXXXXX  X
O  X   X      X
X      X      X
O      X      X
X  XX         X
X  XXX1  X    X
X  XX         X
XXXXXXXXXXXXXXX
"
69,40,2.783165602176964,0.26961223179677307,"XXXXXXXXXXXXXXX
XXXXXXXXXXXXXXX
P 1 2XXXXXXXXXX
S      XXXXXXXX
X             X
O    X        X
X    XXXD     X
XX X      OXXXX
XXXX   XX XXXXX
XXXXXXXXXXXXXXX
"
70,20,2.489145435284066,4.305277338708919,"XXXXXXXXXXXXXXX
P     XX1X2XXXX
XX           XX
XX XX XXXXXX XX
X   X XXXXXX  X
X   X XXXXXX XX
X  X XXXXXXX XX
O         XXXXX
X      XX XXXXX
XXSDOXXXXXXXXXX
"
71,20,3.4408103423386898,0.02796429898271502,"XXXXXXXXXXXXXXX
XXXXXX X  DXXXX
X1XXXX XX XXXXX
O XX    X XXX X
X             P
O         XX  X
XX      2  X  X
XXXXXX XX  XXSX
XXXXXX     XXXX
XXXXXXXXXXXXXXX
"
72,40,1.811298070324297,3.953103170402821,"XXXXXXXXXXXXXXX
S    XXX1XXXXXX
X     XX    XXX
D  XXXXXXXX X X
X  XXXXXXX    X
X     XXXXXX  X
X  X  XXXX    X
X          XXXX
X       2XXXXXX
XXPOOXXXXXXXXXX
"
73,40,4.398006648923483,2.163894602294893,"XXXXXXXXXXXXXXX
X1   XXXXXXX2XX
X     XXX    XX
P  X XXXXX  XXX
X   X XXXX X XX
X     XXXX   XX
X  X  XXXX    X
O          X XX
X        XXXXXX
XXSXDOXXXXXXXXX
"
74,20,2.672235922091512,4.390110544397519,"XXXXXXXXXXXXXXX
XXPX      XXXXX
XX         X XX
XX1XXX XXXXX  X
XXXXXX        D
XX2XXX   XX   S
XX X      XXX X
XO X XXXXXXXX O
XX     XXXX   X
XXXXXXXXXXXXXXX
"
75,40,0.6092331137101403,3.2383808118705537,"XXXXXXXXXXXXXXX
XX2X1 XXO XXDXX
XX           XX
XX   XXXXXX XXX
XP    XXX     X
X    XXXXXXX  X
X    XXXXXXXXXX
XX        XXXXX
XX   XXXXXXXXXX
XXSXOXXXXXXXXXX
"
76,20,1.2341871111701237,3.374245378223178,"XXXXXXXXXXXXXXX
O  X   X  OX1XX
XX     X      X
XX   PXX X    X
XX       X    X
XXXXXXXXX  XX X
XX        XXXXX
XX     X     XX
X2  XXXXX     X
XXSXXXXXXXXDXXX
"
77,40,0.3532839355091938,2.7912144730947173,"XXXXXXXXXXXXXXX
X      X     2X
X      X      X
X      X      X
XXXXXX X XXXXXX
XXXXXX X X    X
X    1 X      X
O    X X   X  X
X             X
XXXPPXXXOXDXSXX
"
78,40,2.789214881851003,1.7430451721880103,"XXXXXXXXXXXXXXX
XX   XXXXXX2XXX
X     XXX   XXX
X  X XXXXX  XXX
X     XXXX   XX
X     XXXX    X
X  X  XXXX    X
S          XX1X
X        XXXXXX
XXDOOXPXXXXXXXX
"
79,40,0.2787375883679344,4.126796158875734,"XXXXXXXXXXXXXXX
XXXXXX X  XXXXX
XXXXX  XX XX XX
X1 X    X XX  X
O             D
XX  O     X   X
XX X    X XX  X
XXXXXX XX 2XX X
XXXXXX        X
XXXXXXXXXXPXXSX
"
80,40,0.04641718832736008,3.5924330796451494,"XXXXXXXXXXXXXXX
X            2X
X             X
X     XX      X
X XXXXXXXXXXXXX
X   XXXXXX X  X
X             X
X          1  X
X             X
XPSXXXDXOXPXOXX
"
81,20,4.8362623502143816,0.21200922523491927,"XXXXXXXXXXXXXXX
XX1XO XXSX2XOXX
X            XX
XX    XX     XX
X     X      XX
XX    XXXXXXXXX
XX    XXXXXXXXX
XX           XX
XX XXXXXXX   XX
XXDXXXXXXXXPXXX
"
82,40,2.620643514864735,2.221152652203165,"XXXXXXXXXXXXXXX
XX2  XXXXXXX1XX
X     XXXX   XX
O  X XXXXX  XXX
X     XXXX X XX
X     XXXX   XX
X  X  XXXX   XX
X          X XX
X        XXXXXX
XXXOSDPXXXXXXXX
"
83,40,0.8039642571675054,4.6102053680947765,"XXXXXXXXXXXXXXX
X      X      X
X      X      X
X      X      X
XXXXXX X XXXXXX
XXXXXX X XXXXXX
X             X
O     2X1  X  X
X             X
XXDPOXXXXXSXXXX
"
84,40,4.452875113091513,2.4648365183836543,"XXXXXXXXXXXXXXX
X 2   XXXX1X  D
X             X
X  X  XX      X
X     XXXXXXXXX
X   X XXXX    X
X  X          X
O             S
X          X  X
XXPXOXXXXXXXXXX
"
85,40,4.820227816721133,2.026631843546778,"XXXXXXXXXXXXXXX
D             X
X             X
X      X    X X
XXXXXXXX2XXXX X
XXXXXXXX XXXX X
X             X
O      X1XXX  X
X             X
XXSPXXPXXXXXOXX
"
86,40,0.522801483667929,2.413585841305448,"XXXXXXXXXXXXXXX
XXXXO  X  XXXXX
XX X2      X XX
XX X SX X XX  X
XX            D
XX XO   X   1 X
XX X    X XXXXX
XX     XX  XXXX
XXXXXXXXX    XX
XXXXXXXXXPSPXXX
"
87,0,2.498534423865453,2.5473831162225595,"XXXXXXXXXXXXXXX
XX   XXXXXXXPXX
D     XX     XX
X1 X XXXXXX XXX
X     XXXX    X
X     XXXX    X
X     XXXX   XX
O          XXXX
X     2 XXXXXXX
XXSXOXXXXXXXXXX
"
88,40,2.7689346138179,2.854528446291188,"XXXXXXXXXXXXXXX
X     1X   XXXX
X    XXX2X XXXX
O  XXXXXXX  XXX
X  XXXXXXX    X
X  X  XXXX XX X
X  X  XXXX X  X
X     XXXP XX X
X          XXXX
XXXXOSDXXXXXXXX
"
89,40,2.013436827651896,2.893169618402938,"XXXXXXXXXXXXXXX
XX2XO XX1XXXOXX
X            XX
X     XX     XX
X            XX
X     XX     XX
XX           XX
XX           XX
XXSXXXXXX    XX
XXXXXXXXXXDPXXX
"
90,40,2.4608765201301877,3.2637690846854417,"XXXXXXXXXXXXXXX
XXXXOXXXOXXXXXX
XXXX   X  XXXXX
X   1   X XX XX
X             S
P            XX
XX      2  X XX
XXXXXX  X  XXXX
XXXXXXXXX  XXXX
XXXXXXXXXXDXXXX
"
91,40,3.4199609687022785,2.202860530727407,"XXXXXXXXXXXXXXX
XXXXOXXXXXXXXXX
D S   XXXXX1 XX
P     XXXXXX XX
X            XX
O            XX
X    XX 2X   XX
XX X       XXXX
XXXXXXXXX XXXXX
XXXXXXXXXXXXXXX
"
92,20,2.206346822349006,4.694390490299318,"XXXXXXXXXXXXXXX
XXXXOXXXXSXXXXX
XXXX  XXX XXXXX
X   1   X XX XX
X         X  XX
O            XX
X       2D   XX
XXXXX   X  XXXX
XXXXXX XX  XXXX
XXXXXXXXXXPXXXX
"
93,40,4.036254048142131,4.223126826864902,"XXXXXXXXXXXXXXX
XX   XXXXXXXXXX
X    XXXX  XXXX
X XX XXXXX  X X
X    XXXXX    X
X     XXX     X
X     XX      X
O     2X PXXX1X
X        XXXXXX
XXSODXXXXXXXXXX
"
94,40,2.4786134665175275,4.510890595959536,"XXXXXXXXXXXXXXX
X 2    X      X
X             X
X     XX   X  X
X   XXXXXXXXX X
X   XXXXXXXXX1X
X             X
X             X
X             X
XXXSOXDXXXPXOXX
"
95,40,0.7816779129443485,0.958149064187348,"XXXXXXXXXXXXXXX
XXXXX     XXXXX
XXXX    2  XX X
XXXXXX XXXXXX X
XX1X          S
XX XOX     X  D
XX        XXX X
XXX  XXXXXXXX O
XXX   XXX     X
XXXXXXXXXPXPXXX
"
96,40,3.867912878773639,4.34756442754202,"XXXXXXXXXXXXXXX
D 2XXX X      X
X   1         X
P   X  XX     X
X      X      X
O XX   X      X
XXXXX  X      X
XXXXXX X   X  X
XX     X      X
XXXXXXXXXXSXOXX
"
97,40,1.5604638061963167,4.659437702112482,"XXXXXXXXXXXXXXX
XX    XXOXXX1XX
XX           XX
XX X XXXXXX XXX
X     XXXX    D
X     XXXX X  X
X     XXXXXXXXX
X 2        XXXX
X      XXXXXXXX
XXSXOXPXXXXXXXX
"
98,20,2.7246387919283697,2.402874783166007,"XXXXXXXXXXXXXXX
O 1   XX2XDXXXX
X             X
X     XX   X  X
X   X XXXXXX  X
X   XXXXXXXXXXX
X   XXX      XX
X            PX
X        X    X
XXSOXXXXXXXXXXX
"
99,40,4.003334735361047,2.717294001869843,"XXXXXXXXXXXXXXX
XXXXXX XO XXXXX
XXXX2   1 XXXXX
XX X    X XXX X
X             S
XX            X
XX        XXXXX
XXO XX XX  XXXX
XXXXXX XX  DXXX
XXXXXXXXXXPXXXX
"
100,40,2.3675951208129318,0.9356669964111958,"XXXXXXXXXXXXXXX
XXXXOXXXO XXXXX
XXXX    2 XXXXX
XX  S X X XXXPX
X             D
X             X
XX        XXXXX
XXXXXX XX  XXXX
XXXXXXXXX  1XXX
XXXXXXXXXXPXXXX
"
101,20,2.396601186276091,0.9050451031616052,"XXXXXXXXXXXXXXX
XXXXP  X      X
XXXXX     XX  X
XXXXX  X   X  O
XXXXX      X  X
XXXXX  X1 2   S
XXXXX  X      X
XXXXXX X  XX  X
XX            X
XXXXXXXXXXDXOXX
"
102,40,1.428403538433865,3.1229556725315883,"XXXXXXXXXXXXXXX
XXXXXXXXO XXXXX
XX   XXX2  XXXX
X1X  XXXXX XXPX
X             S
XX   X        X
XX     X XXXX X
XD     XXXXXXOX
XXX  XXXXXXXXXX
XXXXXXXXXXXXXXX
"
103,40,4.065442440687141,0.22403803720685234,"XXXXXXXXXXXXXXX
XX X   X  OX1XX
XX     X      X
XX     X XX   D
XXXXX         X
XXXXXXX OXXXX X
X XX        2 X
X      XXXX   X
X     XXX     X
XXXXXXXXXPXPSXX
"
